STT;Dia;GDCD;Hoa;Li;Ma_mon_ngoai_ngu;Ngoai_ngu;Sinh;Su;Toan;Van;sbd;diem to hop;Diem trung binh;Diem xet tot nghiep;Dieu kien tot nghiep
1398;;;3.5;6.5;N1;6.6;3.75;;7.8;5.75;51001405;4.6;6;6.7;Dat
1399;7.25;8.25;;;N1;7.4;;6.25;8;7.5;51001408;7.3;9.7;8.8;Dat
1400;;;7;5;N1;6;8;;7.4;6;51001403;6.7;6.1;7;Dat
1401;;;6.25;3;N1;4.8;6.5;;8;6.25;51001410;5.3;6.2;6.7;Dat
1402;8.25;6.25;;;N1;9.4;;5;7.6;7.25;51001409;6.5;9.3;8.8;Dat
1404;7.25;7.75;;;N1;4.2;;6.5;4.6;6;51001404;7.2;6.4;6.4;Dat
1405;5.25;6.75;;;N1;4.4;;3;3.4;5.5;51001414;5;9.8;6.7;Dat
1407;;;5;7.25;N1;9.2;4.5;;7.2;6.5;51001417;5.6;7.2;7.7;Dat
1408;;;8.25;6;N1;7.6;9;;7.6;7.5;51001415;7.8;7.1;8.1;Dat
1409;;;3.5;8.25;N1;8;5.5;;7.4;6.5;51001413;5.8;6.5;7.4;Dat
1410;;;6.75;7.5;N1;6;3.75;;9;7;51001422;6;9.4;8.3;Dat
1411;5.25;8.75;;;N1;5;;5.25;4.4;7;51001423;6.4;9.4;7.4;Dat
1412;;;5.75;7.75;N1;8;5.25;;7.4;6.75;51001421;6.3;9.2;8.3;Dat
1413;;;6.25;4;N1;4.8;6.5;;7.2;5;51001419;5.6;8.4;7.1;Dat
1414;;;4.5;8.5;N1;9;5.5;;9.4;6.5;51001420;6.2;9.6;8.9;Dat
1415;;;7.5;5.25;N1;6;6.25;;7.6;6;51001424;6.3;6.3;7;Dat
1416;7.75;6.25;;;N1;8.6;;3.25;7.8;7.33;51001425;5.8;7.1;7.9;Dat
1417;5;4.5;;;N1;2;;5.25;4.6;2.75;51001426;4.9;6.3;5;Dat
1418;6.75;9;;;N1;3.8;;3.75;5.6;7.5;51001431;6.5;7.2;6.9;Dat
1419;8.5;8.75;;;N1;5.2;;6.75;4.8;5;51001428;8;8.5;7.2;Dat
1420;;;6;6.25;N1;4.4;5.5;;6.4;5;51001435;5.9;8.6;7;Dat
1421;7;8.5;;;N1;7.4;;4.75;6.2;5;51001434;6.8;9.1;7.8;Dat
1422;;;3.25;4;N1;6.8;3.75;;6.2;5.5;51001429;3.7;8.3;7;Dat
1424;7.75;8.75;;;N1;8.6;;8.75;6.6;7.67;51001432;8.4;9.6;9;Dat
1425;;;5.25;4.25;N1;4.6;5.5;;6.2;6.5;51001436;5;6.9;6.6;Dat
1426;7;6;;;N1;5.2;;7.75;4;5.25;51001427;6.9;6.9;6.4;Dat
1428;4.5;5.5;;;N1;2;;3.75;3.8;6.25;51001433;4.6;8.9;6.2;Dat
1429;;;6;6;N1;3.8;3;;7.4;3;51001430;5;6.3;5.9;Dat
1430;;;6.75;6;N1;5.4;5.5;;7.6;5.75;51001438;6.1;8;7.3;Dat
1431;;;7.25;7.5;N1;5.6;4.25;;6;6;51001441;6.3;8.7;7.4;Dat
1434;5.25;7.5;;;N1;5.8;;4;5.6;5.5;51001452;5.6;7.8;6.9;Dat
1436;;;6.25;6;N1;5.4;3.75;;6.2;6.25;51001442;5.3;9.5;7.5;Dat
1438;;;;;N1;7;;;8.2;8;51001450;0;9.1;7.4;Dat
1439;6.25;7.25;;;N1;5;;4.25;5.8;7.25;51001440;5.9;8.3;7.3;Dat
1440;7;7.75;;;N1;3.6;;4;4.2;5.25;51001445;6.3;9.8;6.9;Dat
1443;5.25;7.25;;;N1;3;;4;4;6;51001451;5.5;8.8;6.5;Dat
1444;;;6.25;3.75;N1;5.4;6;;5.6;4.25;51001448;5.3;9.2;7;Dat
1446;;;;2.75;N1;4.4;;;4.4;5.5;51001458;0.9;8.2;5.7;Dat
1448;;;;;N1;4.6;;;5.2;6.5;51001454;0;8.4;6;Dat
1449;;;;;N1;7.6;;;7.2;7.25;51001459;0;7.4;6.7;Dat
1455;5.5;7;;;N1;2.4;;3;4.8;3.25;51001465;5.2;6.1;5.2;Dat
1459;;;6;5.5;N1;4.2;4.75;;7.4;6.25;51001469;5.4;7.6;6.9;Dat
1460;;;3.75;8.5;N1;6.6;4.75;;8.6;4.5;51001474;5.7;7.4;7.3;Dat
1461;;;4.75;2.75;N1;5;4.75;;4.8;5.5;51001466;4.1;7.5;6.2;Dat
1462;;;3.75;3;N1;2.2;4.5;;5;4;51001473;3.8;6.1;5.1;Dat
1464;;;3;1.5;N1;2.8;4.5;;4.6;6.25;51001471;3;9.1;6.2;Dat
1466;;;4.25;5.25;N1;6.2;3.25;;6;6.25;51001498;4.3;8.5;7.1;Dat
1467;;;5.5;3.75;N1;5.6;5.25;;7.2;4.75;51001497;4.8;8.4;7;Dat
1468;6;8.25;;;N1;7.2;;4.5;4.2;4.75;51001509;6.3;6.8;6.6;Dat
1470;6;8.5;;;N1;5;;6.25;5.2;7.5;51001496;6.9;8.2;7.4;Dat
1472;;;4.5;5;N1;9.6;6.25;;8.8;7.5;51001514;5.3;7.4;8.3;Dat
1474;2;4.75;;;N1;2.2;;3.5;2.8;3;51001513;3.4;9;5.3;Dat
1475;7.75;8.75;;;N1;4.6;;6.25;5.4;6.75;51001476;7.6;8.4;7.4;Dat
1478;3.5;2.5;;;N1;3;;2.25;2.6;4;51001512;2.8;6.2;4.6;Khong Dat
1479;7;6;;;N1;3.6;;5.75;2.8;5.5;51001477;6.3;6.8;5.8;Dat
1480;6.25;7.25;;;N1;7.4;;5.25;6.8;5.75;51001493;6.3;10;8.2;Dat
1481;7;8.5;;;N1;4;;5.5;6.6;5.5;51001487;7;8.6;7.2;Dat
1483;;;4.5;5;N1;4.6;3.25;;6;4.75;51001485;4.3;8.6;6.6;Dat
1485;4.5;4.75;;;N1;2.4;;3;2.2;3.25;51001482;4.1;9;5.4;Dat
1486;6.75;6.5;;;N1;5.4;;2.25;3.4;4.5;51001483;5.2;8.8;6.5;Dat
1487;;;6.75;3.75;N1;6.6;5.75;;7;5;51001524;5.4;7.5;7.1;Dat
1489;7.25;8.5;;;N1;5.8;;4.75;5.6;7.25;51001481;6.8;7.4;7.3;Dat
1491;;;;3.25;N1;2.6;;;3.6;;51001494;1.1;7.5;4.1;Khong Dat
1492;;;6.5;4.5;N1;6.4;5.75;;7.2;5.5;51001519;5.6;7.8;7.3;Dat
1495;5;5.5;;;N1;3.8;;5;6.2;7.25;51001503;5.2;9.7;7.4;Dat
1496;5.75;7.5;;;N1;3.4;;2.25;4.6;5.75;51001520;5.2;7.2;6.1;Dat
1497;6.25;7.75;;;N1;4;;4;5.4;5.25;51001479;6;9.7;7.1;Dat
1498;7.25;7;;;N1;3.6;;5;4.8;7.5;51001523;6.4;7.6;6.8;Dat
1499;6.75;8.75;;;N1;3.8;;7.25;7;6.25;51001490;7.6;6.4;6.8;Dat
1500;;;7.25;5;N1;4.2;6;;7.2;7.25;51001489;6.1;7.8;7.3;Dat
1501;4.5;5.5;;;N1;2.4;;3;3.4;4.75;51001506;4.3;6.1;5;Dat
1502;6;7.5;;;N1;2.6;;5.25;5;5.5;51001510;6.3;9.4;6.8;Dat
1504;;;5.75;5.75;N1;7.2;5;;7.2;6;51001516;5.5;9.6;8;Dat
1505;;;6;5.75;N1;4;3;;7;5.5;51001515;4.9;9.2;7.1;Dat
1508;;;5;5.25;N1;5.2;4.25;;5.6;5.75;51001521;4.8;8.1;6.8;Dat
1509;;;3.25;6;N1;3.8;1.25;;6.6;5;51001478;3.5;7.6;6.2;Dat
1510;5;8;;;N1;5.6;;4.5;5.8;6.75;51001502;5.8;6.9;6.9;Dat
1513;;;;5;N1;6.8;;;6.6;7.25;51001505;1.7;7.8;6.9;Dat
1515;6;6.75;;;N1;3;;5.75;5.8;4.25;51001526;6.2;9.3;6.8;Dat
1516;;;5.25;7;N1;7.4;5;;7.8;7.5;51001525;5.8;9.1;8.3;Dat
1517;6.25;5.75;;;N1;4;;2;2.6;5;51001528;4.7;9.8;6.4;Dat
1519;3.5;4.75;;;N1;2;;2.25;2.4;3.75;51001532;3.5;8.5;5.2;Dat
1520;5.5;8.75;;;N1;3.8;;3.75;5.4;6.75;51001533;6;8.2;6.9;Dat
1521;;;5.25;3;N1;7;4.25;;3.8;5;51001530;4.2;7.8;6.4;Dat
1522;7;9;;;N1;4.8;;4.5;6.4;7.25;51001531;6.8;8;7.4;Dat
1523;;;3.75;3.25;N1;4.2;3.75;;5;6;51001529;3.6;6.3;5.8;Dat
1525;7;8.25;;;N1;5.6;;6.5;6;7;51001540;7.3;9.7;8;Dat
1526;;;3.25;6.75;N1;6.4;5.25;;7.2;5.5;51001537;5.1;9.5;7.7;Dat
1529;3.5;6;;;N1;4.8;;3;4.2;4.5;51001534;4.2;6.4;5.6;Dat
1530;;;7;6.5;N1;4.6;4.75;;8;5.75;51001545;6.1;7;7;Dat
1531;5;;;;N1;1.8;;3.5;2.2;3.5;51001535;2.8;8.8;5;Dat
1532;;;3.75;5.25;N1;6.4;5.75;;7.2;5.5;51001544;4.9;7;6.9;Dat
1533;;;;;N1;8.2;;;8.8;5.5;51001538;0;6.9;6.6;Dat
1534;;;6;6.75;N1;3.6;3.5;;6.6;4.67;51001536;5.4;9.3;6.9;Dat
1535;6.5;7;;;N1;7.4;;4.75;6;7;51001546;6.1;7;7.3;Dat
1539;;;4;2.25;N1;3.2;3.75;;4.4;3.75;51001547;3.3;8.7;5.8;Dat
1540;9.25;8.5;;;N1;4;;7.75;8.2;5.75;51001549;8.5;9;7.9;Dat
1542;;;3.5;4;N1;5.6;3.5;;4.8;5.5;51001554;3.7;8.8;6.7;Dat
1546;;;;7;N1;8.2;;;8.2;;51001552;2.3;7.3;6.1;Dat
1548;;;5.5;7;N1;5.2;5.25;;7.6;6.25;51001556;5.9;8.7;7.6;Dat
1549;;;3.5;3.5;N1;3.2;4.25;;4;4;51001563;3.8;9.3;6;Dat
1550;;;6.5;7.25;N1;5.2;4.75;;7;5.75;51001562;6.2;6.3;6.7;Dat
1551;6.25;7;;;N1;3.8;;6;4;5.75;51001559;6.4;8.6;6.7;Dat
1552;;;4.25;5.25;N1;3.8;4.75;;4.8;6.5;51001565;4.8;8.6;6.7;Dat
1553;5.25;7.25;;;N1;3.6;;5.75;5;5.5;51001557;6.1;8.2;6.6;Dat
1554;;;5;5.5;N1;3.6;4.5;;7;5.25;51001564;5;6.2;6.1;Dat
1555;;;6.25;4.25;N1;4;4.5;;6.4;4;51001561;5;9.7;6.9;Dat
1556;6.25;8.25;;;N1;4;;4.25;5.6;2.75;51001567;6.3;6.7;5.9;Dat
1557;5.25;7.75;;;N1;4.8;;5;4.6;5.75;51001566;6;9.5;7.2;Dat
1558;7.5;8.75;;;N1;7.2;;7.25;6;5.25;51001570;7.8;7.9;7.6;Dat
1560;;;6.75;6.5;N1;7.4;5.5;;6.6;4;51001569;6.3;6.2;6.7;Dat
1563;6.75;7.75;;;N1;3.6;;7.5;4.8;7;51001573;7.3;6.3;6.5;Dat
1564;7.25;6;;;N1;3;;3.5;5.6;5.5;51001575;5.6;9.9;7;Dat
1565;6.75;7.75;;;N1;5.8;;4.5;6.2;8.25;51001574;6.3;9;7.9;Dat
1566;;;5.25;3;N1;4.4;3.75;;6.8;5;51001576;4;6.8;6.2;Dat
1570;;;4.25;5.5;N1;3.8;4.5;;7;5.25;51001580;4.8;7.2;6.4;Dat
1571;3.25;5.25;;;N1;3.2;;3;3.4;5;51001582;3.8;6.8;5.3;Dat
1572;;;7.25;4.25;N1;7.4;4.25;;8.2;5.25;51001585;5.3;6;7;Dat
1573;6.25;7.75;;;N1;4.8;;5;5.2;5.75;51001586;6.3;6.7;6.5;Dat
1575;5.25;6.25;;;N1;3.8;;3.25;4.8;2.5;51001579;4.9;7.1;5.5;Dat
1576;4.75;6.5;;;N1;2.2;;3.25;3.6;4.5;51001587;4.8;9.5;6.1;Dat
1577;6.75;8.25;;;N1;5;;6;4.4;5;51001588;7;6.2;6.2;Dat
1578;;;3.5;7.25;N1;5.6;4.75;;7;3.75;51001589;5.2;9.9;7.3;Dat
1579;6;7.5;;;N1;3.8;;2.25;6.8;6.25;51001584;5.3;9.5;7.3;Dat
1580;4.25;6.75;;;N1;2.6;;4;1.8;5.5;51001593;5;7;5.3;Dat
1581;;;4.75;5;N1;3.2;5.25;;6.8;5.5;51001594;5;9.3;7;Dat
1582;4.5;7.5;;;N1;6.6;;4.75;6.4;6;51001596;5.6;9.6;7.8;Dat
1583;6.75;7.5;;;N1;4.6;;4.25;5;4.75;51001591;6.2;6.9;6.3;Dat
1584;7.5;8.25;;;N1;4.6;;6.75;5.8;5.25;51001592;7.5;7.1;6.8;Dat
1586;7.25;7.75;;;N1;5.2;;4.25;7;6;51001590;6.4;6.6;6.9;Dat
1589;;;5.75;3;N1;5;6;;6.8;5.5;51001597;4.9;9.9;7.5;Dat
1590;8.25;8.5;;;N1;4.4;;7.5;5.2;5.5;51001600;8.1;9.1;7.4;Dat
1593;6.5;6.25;;;N1;4.6;;3.25;6.4;5.25;51001604;5.3;7;6.5;Dat
1594;;;5;2.25;N1;4.4;3.75;;5.8;3.75;51001606;3.7;6.7;5.7;Dat
1596;;;5;7;N1;4.6;3.25;;7.8;5;51001603;5.1;9.7;7.4;Dat
1598;7.25;7.25;;;N1;6.8;;3.5;6.6;6.25;51001614;6;8.6;7.7;Dat
1599;;;6.25;5.5;N1;4.8;3;;6.4;5;51001608;4.9;6.2;6.2;Dat
1601;8.5;8.25;;;N1;6.2;;7.5;6;6.5;51001615;8.1;8;7.7;Dat
1603;5;8.25;;;N1;3.8;;5;6;6.5;51001612;6.1;6.5;6.5;Dat
1604;4.25;6.25;;;N1;2.8;;4;4.6;5.75;51001607;4.8;8.7;6.4;Dat
1605;;;5.5;5.5;N1;4.4;4.25;;6.4;5;51001619;5.1;7.6;6.5;Dat
1607;4.75;6.25;;;N1;4;;4.75;5.6;6.75;51001616;5.3;9.4;7.2;Dat
1608;6;6.75;;;N1;6.6;;5.25;5;5;51001617;6;6.3;6.4;Dat
1609;7.25;7;;;N1;4.4;;4.5;5.4;5.5;51001618;6.3;6.4;6.3;Dat
1610;;;5.5;5;N1;5.4;5.25;;7;5.25;51001613;5.3;7.1;6.7;Dat
1614;4.75;7.25;;;N1;3.8;;3.75;4.8;6.25;51001623;5.3;9.3;6.9;Dat
1615;;;5;5.5;N1;4.4;3;;5.6;6.75;51001626;4.5;6.6;6.3;Dat
1616;5.75;6.5;;;N1;7.6;;4.5;5.6;5.25;51001627;5.6;6.9;6.9;Dat
1618;7.75;8;;;N1;7.8;;6.75;5.6;6.5;51001628;7.5;6.4;7.3;Dat
1619;;;6.25;7.5;N1;3.4;4.75;;7;4.75;51001635;6.2;8.5;6.9;Dat
1621;5.5;6.75;;;N1;3.8;;3.5;5;6;51001644;5.3;10;7.1;Dat
1623;;;4;3.5;N1;3.8;3;;5.8;6;51001630;3.5;8.8;6.6;Dat
1624;;;3;4.75;N1;5.8;4.5;;6;4.5;51001632;4.1;6.1;6;Dat
1627;;;6.75;7.25;N1;6.4;5.5;;7.8;5.75;51001631;6.5;7;7.3;Dat
1628;6.75;7.5;;;N1;3.6;;5.5;4.2;5.25;51001637;6.6;7.4;6.3;Dat
1629;;;7.75;6;N1;4.6;5;;7.2;6.5;51001641;6.3;9.9;7.9;Dat
1630;;;6;3;N1;6.2;6.5;;8;5.25;51001639;5.2;7.5;7.2;Dat
1632;4.75;4.75;;;N1;2.8;;3.25;2.4;3.75;51001643;4.3;6.1;4.7;Khong Dat
1633;6.5;7.75;;;N1;6.6;;3;7.4;5;51001636;5.8;8.2;7.4;Dat
1635;5;6.25;;;N1;3.6;;2.5;4;4;51001646;4.6;8.7;6;Dat
1636;;;2.5;1.5;N1;2.8;2.5;;4.4;5.25;51001647;2.2;7.1;5.3;Dat
1637;7.25;7.75;;;N1;5;;5.5;5.4;5.25;51001649;6.8;9.9;7.5;Dat
1638;6.5;8;;;N1;5.6;;5;4;4.5;51001650;6.5;9.1;6.9;Dat
1639;6.75;5.25;;;N1;2;;4.25;4.6;4;51001648;5.4;9;6.1;Dat
1640;8;8.25;;;N1;5;;5.75;5.4;8;51001655;7.3;9.7;8;Dat
1642;;;6.5;5.5;N1;3.6;3;;6;6.25;51001656;5;7.4;6.5;Dat
1643;;;7.5;7;N1;4.8;4.5;;7.6;6.5;51001660;6.3;9;7.7;Dat
1644;5.75;7;;;N1;4.2;;5;5;6;51001659;5.9;6.7;6.3;Dat
1646;;;3.75;4;N1;3;4.5;;3.8;4.5;51001652;4.1;9.8;6.2;Dat
1647;;;;;N1;7.8;;;7.8;8.75;51001653;0;6.2;6.7;Dat
1648;;;5.25;5.25;N1;5;5.25;;6.6;6;51001658;5.3;8.6;7.2;Dat
1649;;;5.75;4.75;N1;4.2;3.25;;7.8;5;51001654;4.6;9.2;7.1;Dat
1650;;;4;5.75;N1;4.6;3.75;;6;6.25;51001663;4.5;8.7;6.9;Dat
1652;6.25;7.75;;;N1;4;;3.75;4.6;5;51001665;5.9;8.3;6.5;Dat
1653;;;4.75;6.25;N1;8.6;5;;6.4;5.5;51001667;5.3;6.1;6.9;Dat
1655;8.75;8.5;;;N1;5.6;;7.5;7.8;7;51001668;8.3;8.6;8.2;Dat
1656;7;9.5;;;N1;6;;5.5;6.8;7.75;51001662;7.3;6.5;7.4;Dat
1657;5.75;6.5;;;N1;5.4;;4;3.2;5.25;51001666;5.4;7.4;6.2;Dat
1659;7.5;7.75;;;N1;4.2;;5.25;5.4;5.5;51001671;6.8;7.5;6.7;Dat
1663;;;3.25;5;N1;4.4;3.75;;7.2;5;51001675;4;8.6;6.8;Dat
1665;;;4;2.5;N1;3.4;4.25;;7;4.5;51001673;3.6;9.4;6.7;Dat
1666;;;5;4.75;N1;6.4;4.75;;7.8;5.75;51001679;4.8;7.5;7.2;Dat
1667;4.5;6.5;;;N1;2.8;;1.25;3;5.42;51001680;4.1;9.5;6.1;Dat
1669;;;5.5;5.25;N1;5.6;4;;7;6.5;51001682;4.9;9.5;7.7;Dat
1671;;;6;5;N1;4.2;5.75;;6.4;6;51001686;5.6;8.8;7.1;Dat
1672;7.5;8.25;;;N1;6.8;;6;6.8;6.5;51001681;7.3;6.1;7.2;Dat
1673;;;6.5;6;N1;3.8;5;;6.6;4.5;51001685;5.8;7.1;6.4;Dat
1674;5;4.25;;;N1;3;;2.25;2.6;2.75;51001683;3.8;8.5;5.3;Dat
1675;5.75;7.5;;;N1;3.4;;3.5;5.2;5.25;51001687;5.6;9.7;6.9;Dat
1676;7.25;6.75;;;N1;3.8;;3.25;3.8;4.5;51001684;5.8;6.5;5.7;Dat
1677;;;7.25;6.75;N1;5.6;6;;8.4;5.75;51001689;6.7;8.5;7.8;Dat
1678;;;8;4;N1;6;6.75;;7.4;6.25;51001688;6.3;8.3;7.6;Dat
1680;5.5;6.25;;;N1;3.8;;4.5;5;5.75;51001692;5.4;9.7;7;Dat
1681;;;5;2.5;N1;5;6.75;;7.2;7.25;51001693;4.8;8.2;7.3;Dat
1683;;;4.75;2.5;N1;6;4.5;;5.2;5.25;51001694;3.9;8.3;6.7;Dat
1684;;;;6;N1;5.6;;;7.4;;51001695;2;6.4;5.1;Dat
1686;5.75;8;;;N1;4.4;;5;6;8;51001698;6.3;9.5;7.8;Dat
1688;7;8.25;;;N1;4;;5.25;5.2;5.5;51001696;6.8;6.1;6.2;Dat
1689;4.25;7.75;;;N1;4.2;;4.25;3.4;6.75;51001699;5.4;7.7;6.4;Dat
1690;6.5;6.25;;;N1;4.4;;4.5;6.6;8;51001700;5.8;8.6;7.5;Dat
1691;4.75;6.5;;;N1;5;;3.75;5.6;7;51001703;5;9.5;7.4;Dat
1692;7.25;8.75;;;N1;4.4;;7.5;5.4;6.75;51001702;7.8;9.6;7.7;Dat
1693;7.25;8;;;N1;6;;5.25;5.2;5;51001706;6.8;8.8;7.3;Dat
1694;5.5;5.75;;;N1;3.6;;3.75;5.4;4.75;51001704;5;9.2;6.6;Dat
1695;;;6;7;N1;5.2;6;;6.2;5;51001711;6.3;8.5;7.1;Dat
1696;;;5.25;5.25;N1;2.8;6.25;;6.4;5;51001710;5.6;9.3;6.9;Dat
1697;5;5.25;;;N1;3.8;;3.75;4.6;4;51001708;4.7;7.7;5.9;Dat
1699;7.5;8.5;;;N1;7.2;;5.75;6.6;6.25;51001707;7.3;7.4;7.6;Dat
1701;3.75;4.25;;;N1;4.8;;4;4.4;4;51001712;4;6.2;5.5;Dat
1702;5.75;6.75;;;N1;4.4;;3;6;5.75;51001709;5.2;7.5;6.6;Dat
1703;;;4.25;4.75;N1;6.6;5.25;;6;5.25;51001717;4.8;8.2;7;Dat
1704;;;5.75;5.75;N1;4.2;5.25;;7.4;3.5;51001714;5.6;8.2;6.7;Dat
1705;;;5.75;6.75;N1;4.8;4.25;;8;4.5;51001715;5.6;6.3;6.5;Dat
1707;5;6.25;;;N1;3.8;;5.5;4.4;6.25;51001716;5.6;8;6.5;Dat
1709;;;;;N1;8.4;;;8.8;6;51001720;0;8.4;7.2;Dat
1711;5.25;6.5;;;N1;4.4;;4.5;3.6;5.75;51001725;5.4;8.6;6.5;Dat
1713;;;6.75;6;N1;4.2;5.5;;5.8;5.5;51001733;6.1;7.7;6.7;Dat
1714;4.5;6.5;;;N1;7.4;;3;3;5;51001735;4.7;6.8;6.2;Dat
1716;;;6.5;6.75;N1;2.6;2;;7.6;4.25;51001723;5.1;8.8;6.7;Dat
1717;6.25;7.5;;;N1;4.8;;6;7;6;51001728;6.6;8.3;7.4;Dat
1720;;;4.75;7.5;N1;9;5.5;;7.6;5.75;51001730;5.9;6.1;7.4;Dat
1721;;;4.25;5.75;N1;2;3.5;;7;5;51001727;4.5;6.5;5.8;Dat
1722;5.75;9.25;;;N1;4.2;;4.25;5;5;51001734;6.4;6.1;6;Dat
1723;6.25;6.75;;;N1;2.6;;5.25;3.4;5;51001738;6.1;9.5;6.4;Dat
1725;4.5;6.75;;;N1;6;;4;7.4;7;51001737;5.1;6.4;7;Dat
1727;;;7.75;7.25;N1;4.6;4;;7.2;5.5;51001744;6.3;9.4;7.6;Dat
1728;;;;;N1;6;;;7;6.5;51001746;0;7;6.1;Dat
1729;9.25;9;;;N1;4.6;;7;8.2;7.75;51001742;8.4;9.1;8.4;Dat
1730;6.5;8;;;N1;3.4;;6.5;5.4;5.5;51001736;7;7;6.4;Dat
1731;6;8.25;;;N1;5.6;;5.25;6.2;5.75;51001740;6.5;8.2;7.3;Dat
1732;;;5.5;7;N1;5.6;4.75;;6.4;7.5;51001745;5.8;10;8;Dat
1733;;;4;5.75;N1;5.6;3.5;;5.8;2.5;51001743;4.4;9.6;6.7;Dat
1734;6.25;8.5;;;N1;7;;3.75;2.6;5.5;51001741;6.2;7.6;6.6;Dat
1735;7;6.75;;;N1;3.4;;3.75;6;3.75;51001747;5.8;8.1;6.3;Dat
1736;8;7;;;N1;7.8;;6.25;4.4;6;51001749;7.1;7.1;7.2;Dat
1737;5;4.75;;;N1;4;;4;2.8;4.25;51001750;4.6;8.5;5.9;Dat
1739;5.75;7.75;;;N1;7.2;;4.75;5.8;6.75;51001748;6.1;9.1;7.9;Dat
1740;7.25;8;;;N1;5.4;;5.5;5.8;7.75;51001753;6.9;6.4;7;Dat
1741;5.25;5;;;N1;3;;2;5.2;4.75;51001755;4.1;9.9;6.6;Dat
1742;7.5;7.75;;;N1;2.8;;3.25;5.8;5.25;51001754;6.2;7.5;6.4;Dat
1744;5.75;5.25;;;N1;2.2;;2.5;3.6;2.25;51001756;4.5;9.4;5.6;Dat
1745;;;7;7.5;N1;7;4.5;;8.2;7;51001758;6.3;7;7.7;Dat
1746;;;4.75;3.5;N1;4;5;;4.6;3;51001762;4.4;7.6;5.7;Dat
1747;;;6.5;6.75;N1;5;3.75;;7.6;6.25;51001757;5.7;7.1;7;Dat
1748;4.5;6.75;;;N1;3.4;;3.5;4;4.75;51001760;4.9;9.2;6.3;Dat
1750;;;5.75;6;N1;5.6;4.75;;7.2;5.5;51001763;5.5;7.2;6.9;Dat
1751;5.75;7.25;;;N1;3.6;;3.75;4;7;51001759;5.6;6.3;6;Dat
1752;6.75;9;;;N1;4.8;;5.25;3.8;4.67;51001766;7;9.5;7;Dat
1753;7.5;8.5;;;N1;3.6;;4.5;6.8;6.75;51001768;6.8;7.2;7;Dat
1754;6.25;7.25;;;N1;2.6;;5.25;3.4;3.75;51001765;6.3;6.1;5.2;Dat
1756;6;8.5;;;N1;5.6;;6;4.6;6;51001769;6.8;7.7;6.9;Dat
1758;6.75;8;;;N1;6.6;;5;4.4;5.75;51001767;6.6;8.7;7.3;Dat
1760;;;4.5;5.5;N1;5.2;4.25;;7.2;3.75;51001775;4.8;7.9;6.6;Dat
1761;;;7;4.5;N1;6;7;;8;6.25;51001771;6.2;9;7.9;Dat
1763;8.25;8.25;;;N1;5.2;;6;6.8;6.5;51001780;7.5;6.6;7.1;Dat
1764;5.25;6.25;;;N1;3.4;;5.25;5.2;6;51001777;5.6;6.6;6.1;Dat
1765;4.75;7;;;N1;3.2;;3.25;2.2;5.25;51001781;5;9.4;6.2;Dat
1766;5.25;7.25;;;N1;2.4;;3.5;3;4;51001778;5.3;6.1;5;Dat
1769;;;6.25;4;N1;3.6;5;;6.6;5.5;51001779;5.1;6.6;6.2;Dat
1770;5.5;7.5;;;N1;2.6;;6.25;6.4;4.5;51001782;6.4;8.1;6.5;Dat
1771;;;7.5;5.75;N1;5.4;7;;8;5.5;51001783;6.8;7.8;7.4;Dat
1773;6.75;8.25;;;N1;4.4;;5.75;6;8;51001786;6.9;8.2;7.5;Dat
1774;7.75;8;;;N1;3.8;;7;4.4;6.25;51001787;7.6;9.1;7.2;Dat
1776;5.5;6.75;;;N1;3;;4.5;3;4;51001785;5.6;9.4;6.2;Dat
1777;;;3.5;5.5;N1;1.6;5;;3.4;5.75;51001790;4.7;8.6;5.9;Dat
1780;5.5;9;;;N1;5.8;;4.5;6.6;6.75;51001788;6.3;7.1;7.2;Dat
1781;;;6.25;4.25;N1;4;5;;6.4;4.5;51001794;5.2;9.3;6.9;Dat
1782;;;3;4.75;N1;4.4;3;;6.4;7.25;51001791;3.6;9.7;7.3;Dat
1783;8.25;8.25;;;N1;3;;8;4.8;6.75;51001802;8.2;7.7;6.9;Dat
1784;5.25;7.25;;;N1;3.2;;4.25;3.8;5;51001804;5.6;9.8;6.6;Dat
1785;5.5;4.5;;;N1;3.6;;3.75;5;4.75;51001798;4.6;7.8;6.1;Dat
1786;;;4.5;4.5;N1;4.4;5;;5;5.5;51001805;4.7;7.2;6.2;Dat
1787;;;5.25;6.25;N1;3.6;3.5;;7.4;6.75;51001797;5;6;6.4;Dat
1788;;;5;6.5;N1;4.8;4.25;;7.8;4;51001795;5.3;8.9;7.1;Dat
1790;4.75;7;;;N1;2.4;;3.75;4.2;4.25;51001801;5.2;8.8;6;Dat
1791;6.75;6.25;;;N1;4.2;;3.5;2.6;5;51001803;5.5;8.8;6.3;Dat
1792;4;5.75;;;N1;3.2;;2.5;4.8;5.25;51001800;4.1;7.7;5.9;Dat
1797;;;5.5;;N1;8.2;;;6;6.5;51001815;1.8;6.2;6.4;Dat
1798;5.5;5.25;;;N1;5.2;;1.75;6.2;5.75;51001814;4.2;6.2;6.2;Dat
1800;;;5;4.5;N1;4.4;4.25;;7;5.5;51001811;4.6;9.8;7.3;Dat
1801;5.75;4.75;;;N1;3.4;;5;5.6;5.75;51001809;5.2;8.2;6.6;Dat
1802;;;3;6;N1;6.6;3.75;;6.2;4.5;51001817;4.3;7.3;6.6;Dat
